# index, _pos
4095,"array([ 141.78573837, -133.93351569])"
4096,"array([ 134.19926791, -113.0917676 ])"
4097,"array([ 146.7876851 , -151.68832553])"
4098,"array([ 145.49661519, -116.07731579])"
4099,"array([ 124.96606225, -132.18736956])"
4100,"array([ 127.38374834, -131.20980564])"
4101,"array([ 120.55380831, -118.43300732])"
4102,"array([ 170.87774982, -112.8282586 ])"
4103,"array([ 171.23590886, -193.10439251])"
4104,"array([ 160.71289446, -170.95760913])"
4105,"array([ 129.68595761, -137.76907576])"
4106,"array([ 131.15137152, -137.1852508 ])"
4107,"array([ 157.66097648, -131.28526641])"
4108,"array([ 155.37501626, -132.15640053])"
4109,"array([ 144.31423145, -151.13330278])"
4110,"array([ 140.9513603 , -149.24072197])"
4111,"array([ 146.37540443, -142.77723529])"
4112,"array([ 129.3202976 , -139.54861524])"
4113,"array([ 127.58323746, -142.31490985])"
4114,"array([ 125.31064726, -151.95298789])"
4115,"array([ 127.72503606, -116.82755578])"
4116,"array([ 141.89246496, -104.47862363])"
4117,"array([ 140.14505077, -105.15681011])"
4118,"array([ 145.65017106, -132.94381492])"
4119,"array([ 131.95767017, -140.04682389])"
4120,"array([ 135.1431908 , -134.14519746])"
4121,"array([ 134.6101595 , -138.59256376])"
4122,"array([ 129.68177612, -109.65761368])"
4123,"array([ 141.1589231 , -129.64641555])"
4124,"array([ 146.88451761, -134.0453562 ])"
4125,"array([ 150.92433559, -140.2036808 ])"
4126,"array([ 122.63881857, -136.37526612])"
4127,"array([ 123.50431378, -137.6648114 ])"
4128,"array([143.03341661, -91.96450457])"
4129,"array([ 152.28891703, -156.04351547])"
4130,"array([ 166.31734509, -125.28714353])"
4131,"array([ 140.83638846, -136.18898097])"
4132,"array([ 132.591534 , -141.5858593])"
4133,"array([ 118.98988039, -107.13533018])"
4134,"array([ 133.05187474, -134.75257454])"
4135,"array([ 131.11942245, -128.00494936])"
4136,"array([ 132.09713387, -123.37683393])"
4137,"array([ 137.50225152, -130.61918047])"
4138,"array([ 144.12286647, -146.1141713 ])"
4139,"array([ 133.33255266, -119.94584148])"
4140,"array([ 145.27074528, -146.05952328])"
4141,"array([122.03764124, -94.26340021])"
4142,"array([ 133.41052669, -127.77977352])"
4143,"array([ 127.70955005, -122.07717224])"
4144,"array([ 127.29092816, -109.22665072])"
4145,"array([ 162.35072003, -120.06994423])"
4146,"array([ 139.28936113, -128.77211865])"
4147,"array([ 160.3436936 , -129.08233876])"
4148,"array([ 136.08330388, -148.34290471])"
4149,"array([ 164.5733789 , -164.20035655])"
4150,"array([ 164.92210851, -168.09361899])"
4151,"array([ 142.12331187, -132.60966765])"
4152,"array([  96.077279  , -139.61363004])"
4153,"array([ 129.28147386, -109.796489  ])"
4154,"array([ 135.31447542, -153.38010236])"
4155,"array([ 130.55810618, -136.44895255])"
4156,"array([ 115.63906691, -111.98710807])"
4157,"array([ 117.21548627, -111.79269199])"
4158,"array([ 150.89411058, -121.87921413])"
4159,"array([ 136.35626898, -141.97974709])"
4160,"array([ 160.13421094, -119.11506131])"
4161,"array([ 148.81880102, -136.73630628])"
4162,"array([ 128.82396636, -112.89976847])"
4163,"array([ 141.78354928, -130.19904507])"
4164,"array([ 148.62364162, -136.01026318])"
4165,"array([ 141.01114179, -132.03928257])"
4166,"array([ 141.36991038, -142.10104536])"
4167,"array([ 138.91372832, -126.24205309])"
4168,"array([ 141.71771345, -115.92819672])"
4169,"array([ 144.51293698, -144.76566764])"
4170,"array([ 136.40192604, -137.07941134])"
4171,"array([ 133.29085143, -128.1931853 ])"
4172,"array([ 134.27467298, -145.3914178 ])"
4173,"array([ 138.39170098, -130.0607141 ])"
4174,"array([ 140.19074273, -144.40873185])"
4175,"array([ 133.47709768, -138.85369084])"
4176,"array([ 160.18462783, -103.45167842])"
4177,"array([ 132.57937999, -125.2694713 ])"
4178,"array([ 141.31655386, -135.41555511])"
4179,"array([ 135.26597089, -170.00431172])"
4180,"array([ 128.52184513, -113.19445008])"
4181,"array([ 134.73071812, -123.96651495])"
4182,"array([ 136.42270607, -113.92814289])"
4183,"array([ 153.61729757, -138.8956413 ])"
4184,"array([ 127.43555072, -129.82049286])"
4185,"array([ 133.09991983, -114.0032287 ])"
4186,"array([ 146.6498935 , -139.97343223])"
4187,"array([ 138.29675257, -129.17922598])"
4188,"array([ 146.50466615, -132.22910632])"
4189,"array([ 131.23500775, -116.94168195])"
4190,"array([ 137.908754 , -111.5627224])"
4191,"array([ 140.41843994, -125.86255278])"
4192,"array([ 133.53859694, -137.68837757])"
4193,"array([ 135.97841143, -134.30286429])"
4194,"array([ 139.20183654, -134.02888166])"
4195,"array([ 140.08356795, -125.84016066])"
4196,"array([ 134.6149038 , -130.20742163])"
4197,"array([ 133.55141939, -141.35935767])"
4198,"array([ 149.80911647, -138.14294719])"
4199,"array([ 143.45333087, -165.64667915])"
4200,"array([ 145.00344462, -168.7080799 ])"
4201,"array([ 138.17078082, -144.48419068])"
4202,"array([ 134.59327291, -113.22098847])"
4203,"array([ 134.26544846, -151.62208844])"
4204,"array([ 121.39878527, -120.20006391])"
4205,"array([ 119.92790748, -117.57832179])"
4206,"array([ 142.44355805, -121.61137445])"
4207,"array([ 152.52007318, -138.02499242])"
4208,"array([ 143.90542576, -141.08816151])"
4209,"array([ 126.95744525, -114.88583418])"
4210,"array([ 134.38101512, -107.96284358])"
4211,"array([ 139.90833728, -125.63339903])"
4212,"array([ 155.47421505, -121.73437202])"
4213,"array([ 154.45273895, -139.98989018])"
4214,"array([ 143.46732832, -123.08708294])"
4215,"array([ 148.56649456, -122.25481296])"
4216,"array([ 119.40125492, -111.62730611])"
4217,"array([ 125.37014612, -150.55431362])"
4218,"array([ 126.32368506, -152.63765466])"
4219,"array([ 161.53778391, -118.55642844])"
4220,"array([ 163.4444861 , -118.43981891])"
4221,"array([ 170.26033135, -116.74126444])"
4222,"array([ 160.55090135, -150.20189567])"
4223,"array([ 167.37109304, -153.85547614])"
4224,"array([ 142.04884086, -139.17810254])"
4225,"array([ 112.5497453 , -110.44995681])"
4226,"array([ 127.74849144, -129.98132787])"
4227,"array([ 137.99342651, -105.4318675 ])"
4228,"array([ 142.57511714, -118.19174077])"
4229,"array([ 132.29985802, -112.61555267])"
4230,"array([ 122.64204483, -122.75642869])"
4231,"array([ 123.19680276, -105.78233006])"
4232,"array([ 139.50206288, -143.96634289])"
4233,"array([ 134.52531462, -113.67794361])"
4234,"array([ 114.86494644, -121.69223155])"
4235,"array([ 130.8572293, -101.4809209])"
4236,"array([ 134.20765945, -134.74596693])"
4237,"array([ 169.29754824, -129.01891279])"
4238,"array([ 140.85543143, -138.72987211])"
4239,"array([ 161.92755418, -133.61967378])"
4240,"array([ 132.03699545, -142.02990332])"
4241,"array([ 166.26483111, -110.50687086])"
4242,"array([ 137.77407937, -147.0291446 ])"
4243,"array([ 132.5863055 , -112.80750392])"
4244,"array([ 146.40904653, -141.4138214 ])"
4245,"array([ 137.31193345, -142.43252873])"
4246,"array([ 132.32441997, -110.93050981])"
4247,"array([ 125.37301543, -126.58620063])"
4248,"array([ 140.08449581, -130.50305215])"
4249,"array([ 124.21521861, -124.97419338])"
4250,"array([ 129.41375323, -127.06027417])"
4251,"array([ 133.96400849, -143.42168829])"
4252,"array([ 209.28699701, -106.52778061])"
4253,"array([ 146.63852762, -123.02533703])"
4254,"array([ 111.02647888, -112.24231064])"
4255,"array([ 116.31510702, -109.61590864])"
4256,"array([ 130.28110337, -134.93728005])"
4257,"array([ 150.41550042, -141.72152614])"
4258,"array([ 159.79860606, -118.33193482])"
4259,"array([ 128.50758087, -112.30208452])"
4260,"array([ 166.20956702, -133.57205729])"
4261,"array([ 133.47160226, -113.1138155 ])"
4262,"array([ 158.2857489 , -141.87984023])"
4263,"array([ 143.04937949, -150.83197621])"
4264,"array([ 143.41830886, -132.61841878])"
4265,"array([ 131.38584067, -134.55058722])"
4266,"array([ 126.80211391, -109.71190378])"
4267,"array([ 121.03406807, -105.15989983])"
4268,"array([ 135.71677381, -110.4384777 ])"
4269,"array([ 121.51016865, -111.65493419])"
4270,"array([ 121.0507014 , -141.76194111])"
4271,"array([ 117.84896356, -110.24246777])"
4272,"array([ 141.53873609, -131.09247468])"
4273,"array([ 116.17516524, -110.67621959])"
4274,"array([ 140.46620402, -130.67017628])"
4275,"array([ 101.88869873, -123.25763865])"
4276,"array([ 142.58030215, -136.34035345])"
4277,"array([ 128.46728473, -113.69268996])"
4278,"array([ 142.18352351, -125.86383364])"
4279,"array([ 128.28864769, -112.18182955])"
4280,"array([ 125.88756445, -137.69434762])"
4281,"array([ 123.49400227, -141.65548902])"
4282,"array([ 104.45724082, -122.60161127])"
4283,"array([ 129.07414214, -116.80532575])"
4284,"array([ 124.37986284, -139.21740063])"
4285,"array([ 123.34294947, -138.70282772])"
4286,"array([ 125.15233487, -133.53331884])"
4287,"array([ 145.90964796, -138.59172182])"
4288,"array([ 123.65504275, -108.16803621])"
4289,"array([ 130.27607429, -111.38336883])"
4290,"array([ 152.76507499, -121.41067535])"
4291,"array([ 135.88839393, -127.05164036])"
4292,"array([ 129.67252227, -130.20826042])"
4293,"array([ 128.35962051, -136.56980051])"
4294,"array([ 132.98133883, -138.06397404])"
4295,"array([ 112.0036101 , -130.05161581])"
4296,"array([ 115.34182723, -127.13431599])"
4297,"array([ 131.66309323, -106.08058207])"
4298,"array([ 126.87016102, -118.5414373 ])"
4299,"array([ 136.29946559, -135.02541948])"
4300,"array([ 141.29610405, -144.94195104])"
4301,"array([ 136.36492695, -143.87326994])"
4302,"array([ 130.78707679, -138.78133822])"
4303,"array([ 138.95017074, -145.41948686])"
4304,"array([ 143.28702249, -149.51582383])"
4305,"array([ 132.18847105, -127.4731325 ])"
4306,"array([ 147.5461466 , -142.41235264])"
4307,"array([ 148.89930683, -135.16078069])"
4308,"array([ 148.57628745, -125.82958325])"
4309,"array([ 126.48523283, -112.32644197])"
4310,"array([ 158.50365751, -130.67214741])"
4311,"array([ 144.56402958, -138.84935373])"
4312,"array([ 154.97610362, -141.32257505])"
4313,"array([ 120.83024688, -107.8423036 ])"
4314,"array([ 142.69618013, -140.70186261])"
4315,"array([ 152.84653678, -140.83148767])"
4316,"array([ 129.46138764, -132.00536738])"
4317,"array([ 128.74863439, -134.24458811])"
4318,"array([ 126.29736233, -132.29670517])"
4319,"array([ 127.37173891, -135.99928158])"
4320,"array([ 140.02568904, -132.81190407])"
4321,"array([ 143.39412231, -110.39381182])"
4322,"array([ 135.10174976, -101.17881047])"
4323,"array([ 1053.93921121, -2443.18083357])"
4324,"array([ 127.61146575, -112.23406842])"
4325,"array([ 132.20418704, -111.82733044])"
4326,"array([ 149.39483491, -138.64336321])"
4327,"array([ 129.12052096, -135.0536934 ])"
4328,"array([ 129.34727377, -145.36723719])"
4329,"array([ 144.75941817, -122.24165232])"
4330,"array([ 145.08775392, -119.83734838])"
4331,"array([ 125.22390415, -136.43202368])"
4332,"array([ 129.41105813, -127.325869  ])"
4333,"array([ 138.03105561, -139.12744928])"
4334,"array([ 125.91418699, -124.76592327])"
4335,"array([ 126.80189873, -116.3205662 ])"
4336,"array([ 139.47790251, -152.66618386])"
4337,"array([ 138.79903255, -125.10588094])"
4338,"array([ 131.09757834, -124.90238186])"
4339,"array([ 133.67188466, -136.75615967])"
4340,"array([ 122.41450587, -122.9488251 ])"
4341,"array([ 146.66162928, -108.54881976])"
4342,"array([ 148.35937135, -135.58243203])"
4343,"array([ 143.96634993, -142.70910672])"
4344,"array([ 140.35814546, -139.45496221])"
4345,"array([ 141.37156767, -139.16901697])"
4346,"array([ 154.91639957, -126.05189912])"
4347,"array([ 148.7816236 , -137.05321537])"
4348,"array([ 120.53451473, -109.74668347])"
4349,"array([ 160.00217402, -152.32259272])"
4350,"array([ 126.39267537, -117.71382618])"
4351,"array([ 155.71302888, -100.68002401])"
4352,"array([ 145.92795322, -136.27146239])"
4353,"array([ 156.91220995, -131.10631454])"
4354,"array([ 122.91687564, -146.70662288])"
4355,"array([ 123.6003695 , -122.48623811])"
4356,"array([ 129.6253088 , -115.90377011])"
4357,"array([ 155.74931204, -118.29618192])"
4358,"array([ 141.07880322, -152.76991524])"
4359,"array([ 129.55919795, -140.94841747])"
4360,"array([ 130.20406803, -120.33889401])"
4361,"array([ 132.71721735, -133.3034081 ])"
4362,"array([ 130.51940555, -141.50623106])"
4363,"array([ 176.25786721, -118.78681955])"
4364,"array([ 178.20453394, -119.05351351])"
4365,"array([ 123.58317322, -112.73816821])"
4366,"array([ 136.58748834, -129.90431514])"
4367,"array([ 124.71455126, -114.35133242])"
4368,"array([ 153.17807244, -145.766938  ])"
4369,"array([ 142.55518087, -128.79163709])"
4370,"array([ 156.45771936, -129.50699914])"
4371,"array([ 151.83581706, -154.79800848])"
4372,"array([ 152.203159  , -131.23105193])"
4373,"array([ 122.12290752, -118.39362012])"
4374,"array([ 122.82971213, -117.0861533 ])"
4375,"array([ 148.12611915, -144.69074119])"
4376,"array([ 146.48571468, -122.18213869])"
4377,"array([ 162.38014442, -142.60214442])"
4378,"array([ 155.10594417, -141.63169292])"
4379,"array([ 124.72458849, -115.75515004])"
4380,"array([ 152.31068647, -114.65395269])"
4381,"array([ 163.83552252, -103.20899633])"
4382,"array([ 136.74162092, -136.61139595])"
4383,"array([ 122.04736749, -117.91864742])"
4384,"array([ 118.41004301, -116.41890049])"
4385,"array([ 132.76395437, -128.67508803])"
4386,"array([ 152.97730783, -127.88159402])"
4387,"array([ 144.12595828, -129.76616854])"
4388,"array([ 146.56062333, -135.80836178])"
4389,"array([ 135.48618376, -138.51959529])"
4390,"array([ 101.85588604, -134.6541068 ])"
4391,"array([ 141.11384286, -133.56062646])"
4392,"array([ 134.96372087, -129.0594825 ])"
4393,"array([ 131.5576045 , -156.98115815])"
4394,"array([ 139.50601904, -152.23390632])"
4395,"array([ 134.58702593, -133.00298009])"
4396,"array([ 149.74057535, -128.16061114])"
4397,"array([ 156.0036579 , -130.16136725])"
4398,"array([ 147.25052685, -135.55910323])"
4399,"array([ 149.83421757, -137.2357366 ])"
4400,"array([ 124.20547368, -158.49389847])"
4401,"array([ 157.56662723, -127.72932405])"
4402,"array([ 152.99947806, -149.05346428])"
4403,"array([ 157.51648978, -133.24275625])"
4404,"array([ 147.11587254, -122.40626374])"
4405,"array([ 142.06090734, -133.14321811])"
4406,"array([ 146.10608004, -121.8036921 ])"
4407,"array([ 133.23215503, -138.40778108])"
4408,"array([ 131.71838366, -135.84546413])"
4409,"array([ 133.71014438, -132.33356495])"
4410,"array([ 147.3476756 , -135.79772796])"
4411,"array([ 159.94658985, -124.19941577])"
4412,"array([ 159.3689239 , -120.78481757])"
4413,"array([ 149.52269714, -136.4192399 ])"
4414,"array([ 139.84821845, -136.12355097])"
4415,"array([ 131.01760424, -136.71279171])"
4416,"array([ 119.84523718, -139.18861382])"
4417,"array([ 126.25267306, -143.71484644])"
4418,"array([ 128.08163917, -139.52187361])"
4419,"array([ 150.11930565, -157.25723195])"
4420,"array([ 139.70415756, -132.14026378])"
4421,"array([ 126.90391158, -121.20682418])"
4422,"array([ 116.89693466, -108.36725873])"
4423,"array([ 119.77216676, -118.90081142])"
4424,"array([ 138.83049774, -140.43706139])"
4425,"array([ 132.91096953, -124.96306409])"
4426,"array([ 144.29909759, -111.67304199])"
4427,"array([ 145.5045479 , -106.82477965])"
4428,"array([ 146.99976542, -133.42796743])"
4429,"array([ 132.56230984, -136.64568651])"
4430,"array([ 134.09809703, -130.67974218])"
4431,"array([ 134.62779912, -140.20729546])"
4432,"array([ 134.51871156, -142.27164846])"
4433,"array([ 114.05732571, -106.69505239])"
4434,"array([ 126.02941272, -115.45106879])"
4435,"array([ 125.48182986, -133.74369661])"
4436,"array([ 120.51494555, -117.42777969])"
4437,"array([ 126.95978724, -122.5019321 ])"
4438,"array([ 128.10562868, -134.19841757])"
4439,"array([ 138.83446613, -114.62685884])"
4440,"array([ 139.39466409, -108.32189419])"
4441,"array([ 140.64472654, -108.21248922])"
4442,"array([ 144.34905846, -108.08562844])"
4443,"array([ 138.9994734 , -133.53617233])"
4444,"array([ 131.39375093, -138.15709971])"
4445,"array([ 136.64686409, -131.13830324])"
4446,"array([ 126.00062902, -145.96315562])"
4447,"array([ 131.49546777, -146.31203251])"
4448,"array([ 121.90350159, -116.22190229])"
4449,"array([ 162.90271231, -133.1364253 ])"
4450,"array([ 159.41849726, -134.91865879])"
4451,"array([ 173.33674245, -140.79866371])"
4452,"array([ 119.76574557, -110.94431429])"
4453,"array([ 143.92818905, -125.59577762])"
4454,"array([ 125.03850962, -131.93518192])"
4455,"array([ 109.26289288, -104.8783523 ])"
4456,"array([ 138.17671716, -134.07271053])"
4457,"array([ 125.53984555, -108.7955882 ])"
4458,"array([ 116.6697504 , -119.20983444])"
4459,"array([ 118.31912552, -134.92239366])"
4460,"array([ 153.45337128, -140.43259541])"
4461,"array([ 154.73758899, -142.32739346])"
4462,"array([ 155.11987642, -134.79668026])"
4463,"array([ 149.9871734 , -139.49793883])"
4464,"array([ 151.17093813, -111.91259886])"
4465,"array([ 140.56929911, -113.64011378])"
4466,"array([ 143.00047589, -110.66393512])"
4467,"array([ 141.11026843, -113.49754183])"
4468,"array([ 124.09645565, -116.82786532])"
4469,"array([ 120.58987948, -124.54560751])"
4470,"array([ 148.34362803, -124.21467001])"
4471,"array([ 152.90277047, -147.6096533 ])"
4472,"array([ 119.86975637, -158.33473445])"
4473,"array([ 130.09036674, -114.14170439])"
4474,"array([ 143.9141569 , -130.97953548])"
4475,"array([ 127.56428955, -100.0814918 ])"
4476,"array([ 129.39068894, -140.63020261])"
4477,"array([ 129.38053557, -146.26610543])"
4478,"array([ 130.41663949, -107.08633656])"
4479,"array([ 135.77372389, -104.75907004])"
4480,"array([ 105.23424788, -120.84628042])"
4481,"array([ 110.06059609, -118.97783205])"
4482,"array([ 135.20011956, -116.27807258])"
4483,"array([ 126.61937114, -112.03442129])"
4484,"array([ 136.73395713, -135.65248164])"
4485,"array([ 155.38004661, -127.08676028])"
4486,"array([ 119.50517791, -115.05001844])"
4487,"array([ 144.29391534, -126.1261925 ])"
4488,"array([ 148.16635679, -138.32709019])"
4489,"array([ 130.30285438, -142.75707808])"
4490,"array([ 120.58698451, -110.64660013])"
4491,"array([ 138.38522758, -136.51434709])"
4492,"array([ 147.92168965, -148.21095532])"
4493,"array([ 128.47867459, -121.76532939])"
4494,"array([ 151.22306202, -126.37270876])"
